faq_id,provider,category,question,answer,source_url,collected_at
FAQ-REC-001,자동차리콜센터,리콜/제작결함,자동차 결함을 신고하고 싶은데 어떻게 하나요?,"자동차 운행 중 안전상의 문제 등 자동차 결함과 관련하여 국토교통부 및 자동차안전연구원에서는 자동차제작결함정보를 수집하고 있습니다. 자동차결함신고센터(www.car.go.kr)를 방문하셔서 본인의 신상정보 및 차량정보를 입력하신 후 자동차 결함현상에 대하여 입력하거나 제작결함신고전용전화(080-357-2500)를 이용하시길 바랍니다. 여러분이 제공하신 자동차제작결함정보는 향후 제작결함조사를 수행하는 하나의 귀중한 자료로 활용됩니다. 제공하신 제작결함 정보에 대해 검토와 분석에 일정기간이 소요됨에 따라 매 건별로 회신이 불가능하며, 경우에 따라서 제작결함 정보를 제공한 자동차 소유자에게 제작결함조사를 수행하는 성능시험대행기관에서 제공정보에 대해 유선으로 확인을 실시할 수 있습니다.",https://www.car.go.kr/rs/faq/list.do,2026-08-23T17:57:33+09:00
FAQ-REC-002,자동차리콜센터,리콜/제작결함,제작결함조사에서는 어떤 업무를 수행하나요?,"제작결함조사는 정부가 규정한 안전기준 적합 여부를 확인하는 자기인증적합조사와 안전 운행에 지장을 주는 지 여부를 확인하는 안전결함조사가 있으며, 자기인증적합조사와 안전결함조사의 세부 내용은 다음과 같습니다.
○ 자기인증 적합조사 - 자동차 제작.조립 수입자가 안전기준 등 자동차관리법령에 적합하게 자기인증하여 판매한 자동차에 대해, 정부가 시판중인 자동차를 구매하여 자동차관리법령에 적합하게 제작되었는지를 확인하는 조사입니다.
○ 안전결함조사 - 안전결함조사는 안전사고 발생 가능성이 높거나 설계와 다르게 오작동 등 자동차 안전운행에 지장을 줄 수 있는 안전관련 결함 여부를 조사하는 제도입니다. * 자기인증적합조사 및 안전결함조사는 “자동차안전연구원”에서 시행합니다.",https://www.car.go.kr/rs/faq/list.do,2026-08-23T17:57:33+09:00
FAQ-REC-003,자동차리콜센터,리콜/제작결함,리콜시행전 자비로 수리한 부분에 대한 보상이 가능할까요?,"리콜보상제도는 자동차관리법 제31조의2에 따라 제작사가 자기인증하여 판매한 자동차에 결함이 발생한 경우 제작결함 시정전에 자동차 소유자가 자기비용으로 결함을 시정한 경우 이에 대한 비용을 제작자가 보상하는 제도입니다. 정부는 리콜보상제도를 2009년 3월부터 도입하였으며 자동차 소비자가 리콜시행 이전 1년간 지불한 비용을 증명할 수 있는 서류를 구비하여 제작자에 청구하시면 됩니다. 구비서류 1. 제134조제2항에 따른 별지 제89호의2서식의 자동차점검ㆍ정비내역서 2.「부가가치세법」에 따른 세금계산서 또는 영수증(신용카드매출전표를 포함한다) 3. 자동차등록증, 자동차 소유자의 신분증 및 입금통장 사본",https://www.car.go.kr/rs/faq/list.do,2026-08-23T17:57:33+09:00
FAQ-REC-004,자동차리콜센터,리콜/제작결함,제가 자동차결함 신고를 하면 즉시 제작결함조사를 하나요?,"제작결함조사는 자동차의 기능 이상, 설계의도를 벗어난 오작동 등 자동차 안전운행에 지장을 줄 수 있는 안전도 관련 결함 여부를 확인하는 것입니다.제작결함조사와 관련하여 자동차제작결함정보전산망, 자동차제작결함신고전화 및 언론매체 등 다양한 채널을 통하여 정보를 수집하고 있습니다. 수집된 정보는 주기적인 분석을 통하여 자동차제작결함조사여부를 판단하고 있으며 동일차종에서 동일 현상으로 다수의 결함 발생 여부 등을 분석하고 있습니다. 이러한 분석자료를 바탕으로 제작결함조사를 실시하게 되므로 상당기간이 소요됨을 양해하시길 바랍니다",https://www.car.go.kr/rs/faq/list.do,2026-08-23T17:57:33+09:00
FAQ-REC-005,자동차리콜센터,리콜/제작결함,리콜(제작결함 시정) 사실은 어떻게 일반인에게 알려지나요?,"국토교통부는 리콜사실의 대국민 공개를 위해 리콜 결정시 언론에 보도자료를 공표하고, 제작사는 중앙일간지에 리콜사실을 고지하며, 자동차소유자에게는 리콜 우편통지를 통해 알려지도록 하고 있으며, 리콜현황을 「자동차결함신고센터(www.car.go.kr)」에서 항상 확인이 가능합니다.",https://www.car.go.kr/rs/faq/list.do,2026-08-23T17:57:33+09:00
FAQ-REC-006,자동차리콜센터,리콜/제작결함,자동차 리콜(recall)과 제조물책임제도(pl)의 차이가 무엇인가요?,"자동차 리콜제도는 자동차의 결함으로 인해 국민의 생명 및 재산손실이 발생하거나 발생 가능성이 있는 경우에 그 자동차를 제작ㆍ조립 또는 수입한 제작자 등이 결함 관련 사실을 소비자에게 통보하여 수리, 교환 또는 환불 등의 조치를 통해 안전과 관련된 사고 및 소비자 피해를 사전에 예방하고 재발을 방지하기 위한 제도입니다. 제조물 책임(pl product liability) 제도는 제조업자(제조물 제조ㆍ가공 또는 수입을 업으로 하는 자)가 제조물의 결함으로 인하여 생명, 신체 또는 재산에 손해를 입은 자에게 그 손해를 배상토록 하는 손해배상 책임제도입니다. * 리콜과 제조물책임제도는 안전과 관련한 소비자 피해와 권익을 보호하는 측면에서는 공통점이 있지만, 소비자 피해보상제도와 제조물책임제도가 이미 발생한 소비자 피해에 대하여 제작자가 직접 보상해주는 사후보상 측면의 제도인데 반하여, 리콜제도는 결함제품을 제작자가 자발적 또는 정부에 의해 강제적으로 적절한 시정조치를 취하여 소비자 피해를 사전에 방지하는 사전적 예방 차원의 보다 적극적인 소비자보호 제도입니다.",https://www.car.go.kr/rs/faq/list.do,2026-08-23T17:57:33+09:00
FAQ-REC-007,자동차리콜센터,리콜/제작결함,리콜에는 자발적인 리콜과 강제적인 리콜이 있다고 하는데 차이점은 무엇인지요?,"리콜은 제작자의 자발적인 리콜과 강제적인 리콜로 나뉩니다. 정부에 의한 강제적인 리콜보다는 제작자 스스로가 시행하는 자발적 리콜이 대부분을 차지하고 있습니다. 물론 자발적인 리콜에는 정부가 제작결함조사를 시행하는 경우, 이의 영향으로 제작자가 스스로 리콜을 시행하는 경우도 포함됩니다. * 리콜제도가 활발하게 이루어지고 있는 미국의 경우를 보더라도 리콜 중 약 75%가 제작사의 자발적인 리콜로 이루어지고, 그 이외의 것은 정부 조사에 영향을 받아 리콜을 시행할 정도로 제작사의 자발적 리콜이 보편화 되어있습니다.",https://www.car.go.kr/rs/faq/list.do,2026-08-23T17:57:33+09:00
FAQ-REC-008,자동차리콜센터,리콜/제작결함,리콜(제작결함 시정)명령은 어떤 방식으로 이루어지나요?,"자동차안전연구원의 제작결함조사 결과를 국토교통부장관 소속하에 구성된 제작결함심사평가위원회에서 심의 의결을 거쳐 리콜여부를 결정하며, 국토교통부의 청문을 실시한 다음 리콜명령을 하게 됩니다. * 제작결함심사평가위원회는 대학교수, 시민단체, 한국소비자원 등 20명으로 구성",https://www.car.go.kr/rs/faq/list.do,2026-08-23T17:57:33+09:00
FAQ-REC-009,자동차리콜센터,리콜/제작결함,제작결함 정보수집이란 무엇을 말하는 것인가요?,"제작결함 정보수집은 자동차 소유자, 소비자단체, 자동차결함신고센터(www.car.go.kr)등을 통해 자동차 결함 정보를 수집하여 일정기간동안 동일문제에 대한 발생 빈도 및 지속성 등을 수집하는 행위를 말합니다.",https://www.car.go.kr/rs/faq/list.do,2026-08-23T17:57:33+09:00
FAQ-REC-010,자동차리콜센터,리콜/제작결함,제 차를 교환 또는 환불받고 싶은데 가능한가요?,"새로 구매한 차량의 교환·환불에 대해서는 신차 교환·환불 e만족(adr.katri.or.kr)에서 도움을 받으시길 바랍니다. 아울러, 자동차 수리·교환 과정 중에 발생한 문제 등 신고인 개별사안에 대해서는 한국소비자원(kca.go.kr ☎1372)를 이용해 피해구제 등의 도움을 받으시길 바랍니다.",https://www.car.go.kr/rs/faq/list.do,2026-08-23T17:57:33+09:00
